date,equity
2000-12-15,1.0102468572645973
2000-12-18,1.0107310561014755
2000-12-19,1.0109348661416142
2000-12-20,1.010422091027831
2000-12-21,1.0102615631184342
2000-12-22,1.010147341960948
2000-12-25,1.0096544775620835
2000-12-26,1.010681073876281
2000-12-27,1.0110032580400528
2000-12-28,1.0121122127941211
2000-12-29,1.0128092412413285
2001-01-01,1.013051760048846
2001-01-02,1.012945334297203
2001-01-03,1.013095593376894
2001-01-04,1.012859212965351
2001-01-05,1.012343859006427
2001-01-08,1.0118007574565908
2001-01-09,1.0120762187024657
2001-01-10,1.011349953262014
2001-01-11,1.01131632831122
2001-01-12,1.0104887370340558
2001-01-15,1.011346268529263
2001-01-16,1.0113467481429013
2001-01-17,1.01128642086505
2001-01-18,1.0115274074162277
2001-01-19,1.01134651553713
2001-01-22,1.01056181762339
2001-01-23,1.0103429061129294
2001-01-24,1.0113576597577603
2001-01-25,1.0116286639326335
2001-01-26,1.0124311809425626
2001-01-29,1.0141120964159887
2001-01-30,1.0143573524447826
2001-01-31,1.0143245389608753
2001-02-01,1.0152255323323949
2001-02-02,1.0153538997168696
2001-02-05,1.0147743682250747
2001-02-06,1.0140070794618927
2001-02-07,1.0136409279338128
2001-02-08,1.0138875931162596
2001-02-09,1.0137502847156699
2001-02-12,1.0135857133291521
2001-02-13,1.0129179867751192
2001-02-14,1.0126895935748272
2001-02-15,1.012816419339558
2001-02-16,1.0117313212196826
2001-02-19,1.011277743273464
2001-02-20,1.0127348380431527
2001-02-21,1.0135187376841424
2001-02-22,1.0144252999583696
2001-02-23,1.0131936460749917
2001-02-26,1.0131901277488873
2001-02-27,1.0135770380822418
2001-02-28,1.0136230335367344
2001-03-01,1.0142566324302915
2001-03-02,1.0145903383963193
2001-03-05,1.0150400913345117
2001-03-06,1.0157812439272675
2001-03-07,1.0147533691749828
2001-03-08,1.0150543541035983
2001-03-09,1.0143869147424402
2001-03-12,1.014747948379917
2001-03-13,1.0156683601538532
2001-03-14,1.0156977744617923
2001-03-15,1.014759135655932
2001-03-16,1.0139638200847942
2001-03-19,1.0140146692636718
2001-03-20,1.013692932650986
2001-03-21,1.0147986903409596
2001-03-22,1.0146924688216263
2001-03-23,1.0159529055757652
2001-03-26,1.0160263622006112
2001-03-27,1.01539783991137
2001-03-28,1.016906142886901
2001-03-29,1.0167968455148977
2001-03-30,1.0178366454988388
2001-04-02,1.0188675735740165
2001-04-03,1.0188533761318552
2001-04-04,1.0193815517720148
2001-04-05,1.0200969013019043
2001-04-06,1.0210717023126443
2001-04-09,1.0209846113009569
2001-04-10,1.0203736481413892
2001-04-11,1.0212056182016296
2001-04-12,1.0216695101616153
2001-04-13,1.0205542842064745
2001-04-16,1.0213244897441964
2001-04-17,1.020521485063311
2001-04-18,1.020375882083298
2001-04-19,1.0200795803797003
2001-04-20,1.0199834430131927
2001-04-23,1.020046002198895
2001-04-24,1.0195298633681136
2001-04-25,1.020273288208819
2001-04-26,1.020716435298812
2001-04-27,1.0212130353431867
2001-04-30,1.0221173616151653
2001-05-01,1.0230145037526934
2001-05-02,1.0232309155624122
2001-05-03,1.023441375935726
2001-05-04,1.0231610372586297
2001-05-07,1.0235093867573002
2001-05-08,1.0234027608033405
2001-05-09,1.0223669822402763
2001-05-10,1.022742933804455
2001-05-11,1.02216434639516
2001-05-14,1.0232042877901697
2001-05-15,1.02448415600007
2001-05-16,1.0250569312703275
2001-05-17,1.02447109911565
2001-05-18,1.02461453204109
2001-05-21,1.0240430010941508
2001-05-22,1.0236422417316913
2001-05-23,1.0231456727663373
2001-05-24,1.0231506481376273
2001-05-25,1.0232994949676184
2001-05-28,1.023334073124857
2001-05-29,1.0236162659758232
2001-05-30,1.0230425892994148
2001-05-31,1.0238509931276945
2001-06-01,1.0246145998383078
2001-06-04,1.0243006229890816
2001-06-05,1.0246595283618898
2001-06-06,1.024325378206091
2001-06-07,1.023869244421492
2001-06-08,1.0239159266221982
2001-06-11,1.02460787369847
2001-06-12,1.0245330807014348
2001-06-13,1.0247969714658955
2001-06-14,1.0250661862205352
2001-06-15,1.024285769786128
2001-06-18,1.0225328940023166
2001-06-19,1.0216936611838252
2001-06-20,1.0213836730664767
2001-06-21,1.020945761914881
2001-06-22,1.0204138655202435
2001-06-25,1.0193285227234195
2001-06-26,1.019551779905784
2001-06-27,1.0203038616295728
2001-06-28,1.0212623554391673
2001-06-29,1.0217046700895627
2001-07-02,1.0212938204853652
2001-07-03,1.0217114393849753
2001-07-04,1.0206013257843944
2001-07-05,1.0212493599674088
2001-07-06,1.0218919356491567
2001-07-09,1.0214157505110526
2001-07-10,1.0216827701941613
2001-07-11,1.021963870648839
2001-07-12,1.0221346643173295
2001-07-13,1.0233768279536843
2001-07-16,1.0235499091021603
2001-07-17,1.0228541472754806
2001-07-18,1.0221698761303146
2001-07-19,1.0229741885499999
2001-07-20,1.0220271230327047
2001-07-23,1.0222340103021696
2001-07-24,1.021311003763067
2001-07-25,1.0217595856573098
2001-07-26,1.0217578929997753
2001-07-27,1.0224860487240424
2001-07-30,1.0216115827431722
2001-07-31,1.0207301446171007
2001-08-01,1.0206200188853896
2001-08-02,1.0203395103916493
2001-08-03,1.021194497256158
2001-08-06,1.0212013160828
2001-08-07,1.0213093543125578
2001-08-08,1.021192388426646
2001-08-09,1.0221340408814248
2001-08-10,1.0207908870243305
2001-08-13,1.0207478824294536
2001-08-14,1.0199425649559821
2001-08-15,1.0189656000589604
2001-08-16,1.0202563392161976
2001-08-17,1.0211598000512798
2001-08-20,1.0218762216225719
2001-08-21,1.021418074411673
2001-08-22,1.021820388450563
2001-08-23,1.0222104416217035
2001-08-24,1.0223134536615897
2001-08-27,1.0228257357275394
2001-08-28,1.0236403024517597
2001-08-29,1.0242021354475381
2001-08-30,1.0251158746242333
2001-08-31,1.0259092953352476
2001-09-03,0.9850183381047375
2001-09-04,0.9748455359153149
2001-09-05,0.9613389725405801
2001-09-06,0.9783081918384741
2001-09-07,1.0132292624866543
2001-09-10,1.0581221808046772
2001-09-11,1.0458913845935827
2001-09-12,1.0857089822824773
2001-09-13,1.1104910573367885
2001-09-14,1.1200130946592275
2001-09-17,1.131378802651557
2001-09-18,1.0693264294605989
2001-09-19,1.0683476430784644
2001-09-20,1.0332558876709614
2001-09-21,1.026292258126147
2001-09-24,1.0267608323192339
2001-09-25,1.054734781262864
2001-09-26,1.0836409526734858
2001-09-27,1.0824213874439075
2001-09-28,1.0836959874941596
2001-10-01,1.0242760726129547
2001-10-02,1.0045302938460072
2001-10-03,0.9628267565374237
2001-10-04,1.0021595779640267
2001-10-05,1.0252157766608931
2001-10-08,1.0011236814063276
2001-10-09,1.023129957751456
2001-10-10,0.9428903001180445
2001-10-11,0.9752330660618086
2001-10-12,0.9867420380533631
2001-10-15,1.0439701782937723
2001-10-16,1.031774903688943
2001-10-17,1.0235225146837066
2001-10-18,0.9617201380269659
2001-10-19,0.9556766851668896
2001-10-22,0.9345120188249438
2001-10-23,0.9470656577396621
2001-10-24,0.972903437923688
2001-10-25,1.0004739427669662
2001-10-26,1.079709343928008
2001-10-29,1.0220758548462818
2001-10-30,1.0020864870381223
2001-10-31,0.9410807481966994
2001-11-01,0.9581020258152675
2001-11-02,0.9501959483234296
2001-11-05,0.9911171698610823
2001-11-06,0.9982554416295322
2001-11-07,0.9774179402467879
2001-11-08,0.9569284269244283
2001-11-09,0.9361305467240452
2001-11-12,0.901057884381165
2001-11-13,0.8921524616283895
2001-11-14,0.9207769012288461
2001-11-15,0.9337428414652623
2001-11-16,0.9579548112573711
2001-11-19,0.9388831138927588
2001-11-20,0.9247677637860492
2001-11-21,0.9203277130616405
2001-11-22,0.9013062228683676
2001-11-23,0.9416942077782232
2001-11-26,0.9272304422108044
2001-11-27,0.9472925793916123
2001-11-28,0.9597163421198194
2001-11-29,0.9474677771344183
2001-11-30,0.9779583760702586
2001-12-03,1.007482507867952
2001-12-04,1.0173019801114287
2001-12-05,1.03692763045771
2001-12-06,1.0296198626662707
2001-12-07,1.0631268562452716
2001-12-10,1.121754929895295
2001-12-11,1.1106957472668357
2001-12-12,1.0822409362643974
2001-12-13,1.0234361577542992
2001-12-14,1.0280249361212417
2001-12-17,1.07452232471581
2001-12-18,1.1405947933390654
2001-12-19,1.104276836877787
2001-12-20,1.0712547467599545
2001-12-21,1.0485949704651871
2001-12-24,1.0481412221834243
2001-12-25,1.062163478872459
2001-12-26,1.1244628891180737
2001-12-27,1.0531041829699856
2001-12-28,1.0216162331602177
2001-12-31,0.9991165268860039
2002-01-01,0.9699425206957962
2002-01-02,0.9722425548857586
2002-01-03,0.9936700870728218
2002-01-04,0.9728608417845959
2002-01-07,0.9570085453039066
2002-01-08,0.9474592397659578
2002-01-09,0.9454723844064726
2002-01-10,0.9575184825842042
2002-01-11,0.9866088167279499
2002-01-14,1.0059622849986782
2002-01-15,1.0280429337247627
2002-01-16,0.9978072595501092
2002-01-17,1.0305456558411688
2002-01-18,1.0446710339939804
2002-01-21,1.0123342491085316
2002-01-22,1.0262025236498602
2002-01-23,1.0515191116236786
2002-01-24,1.0678574753550991
2002-01-25,1.1033141464898288
2002-01-28,1.1113851681736675
2002-01-29,1.1128866032243399
2002-01-30,1.1500662650168065
2002-01-31,1.0886971064419353
2002-02-01,1.0664053397751163
2002-02-04,1.0775546157053881
2002-02-05,1.0703322929509476
2002-02-06,1.0484378251723974
2002-02-07,1.0392527827225073
2002-02-08,1.026259629418681
2002-02-11,1.0353471325795944
2002-02-12,1.0311709643369404
2002-02-13,1.0082483883040745
2002-02-14,1.0141360501427406
2002-02-15,1.0293307030612997
2002-02-18,1.0533492086757206
2002-02-19,1.0554850029880969
2002-02-20,1.0513531807097858
2002-02-21,1.0342326538866864
2002-02-22,1.018384836011144
2002-02-25,1.0175752743871163
2002-02-26,1.0137508655304603
2002-02-27,1.0221350536118776
2002-02-28,1.019391527959874
2002-03-01,1.01995159527432
2002-03-04,1.0036512259086852
2002-03-05,0.9897517876328893
2002-03-06,0.9400584267003895
2002-03-07,0.9411557774845133
2002-03-08,1.0117542046595478
2002-03-11,1.0048785298530754
2002-03-12,1.0130074424323317
2002-03-13,0.9954274968571551
2002-03-14,0.9850144709341097
2002-03-15,0.9964743354120892
2002-03-18,1.0383060428946866
2002-03-19,1.0345358201477453
2002-03-20,1.0376563628034763
2002-03-21,1.0744365213937916
2002-03-22,1.0854942966688388
2002-03-25,1.0699918334772252
2002-03-26,1.0919762588788082
2002-03-27,1.1110953324657122
2002-03-28,1.07327805881566
2002-03-29,1.0775705808706608
2002-04-01,1.0754892845617237
2002-04-02,1.0661631773410556
2002-04-03,1.0748671769815694
2002-04-04,1.0606716240286052
2002-04-05,1.0560564412821798
2002-04-08,1.0643549930215848
2002-04-09,1.058611380044166
2002-04-10,1.070970971856925
2002-04-11,1.066467272976851
2002-04-12,1.069049195480278
2002-04-15,1.068989632246258
2002-04-16,1.0769736440747486
2002-04-17,1.0773639774964885
2002-04-18,1.0768001931318278
2002-04-19,1.0815685130978612
2002-04-22,1.0879409944876206
2002-04-23,1.079649925667149
2002-04-24,1.0792788698689864
2002-04-25,1.092697645557643
2002-04-26,1.0945450867803275
2002-04-29,1.1009301186216955
2002-04-30,1.1023224016586828
2002-05-01,1.1013859703349893
2002-05-02,1.10106868177639
2002-05-03,1.1005643301550405
2002-05-06,1.1006438279456903
2002-05-07,1.1002796316620778
2002-05-08,1.1000415787086386
2002-05-09,1.1004657851364703
2002-05-10,1.1003421476846522
2002-05-13,1.09947868136632
2002-05-14,1.0988968150337335
2002-05-15,1.099603732110287
2002-05-16,1.100808022118459
2002-05-17,1.1008463768226209
2002-05-20,1.1006608305576246
2002-05-21,1.100468906307431
2002-05-22,1.1007583174370061
2002-05-23,1.1008588263441235
2002-05-24,1.1026423548091062
2002-05-27,1.102629175412396
2002-05-28,1.1026312978208426
2002-05-29,1.1031068842531597
2002-05-30,1.1039689475604053
2002-05-31,1.103772084639068
2002-06-03,1.103344493466594
2002-06-04,1.1034630386325428
2002-06-05,1.1036891238715094
2002-06-06,1.1037400703899167
2002-06-07,1.1051196478740932
2002-06-10,1.1056454974064915
2002-06-11,1.1066556171009903
2002-06-12,1.1075586944971656
2002-06-13,1.1065862240455622
2002-06-14,1.106211267308919
2002-06-17,1.1061736167514913
2002-06-18,1.1063180047085055
2002-06-19,1.1065755493144673
2002-06-20,1.1060510479176981
2002-06-21,1.1064834855154464
2002-06-24,1.1058911680423318
2002-06-25,1.106414491041347
2002-06-26,1.1074550954296827
2002-06-27,1.1077336823105517
2002-06-28,1.1080363039859185
2002-07-01,1.1097107735689922
2002-07-02,1.1098945525149917
2002-07-03,1.1095191115709617
2002-07-04,1.1089778305687576
2002-07-05,1.1087132418717591
2002-07-08,1.1090818016392665
2002-07-09,1.1087131136175317
2002-07-10,1.1094595328769068
2002-07-11,1.1091342558146695
2002-07-12,1.108428992629939
2002-07-15,1.108117039043855
2002-07-16,1.1084851504729556
2002-07-17,1.108404745036188
2002-07-18,1.1088552238394178
2002-07-19,1.10930267723247
2002-07-22,1.1107897135421034
2002-07-23,1.1121940245419843
2002-07-24,1.1125715303526056
2002-07-25,1.1133311374303236
2002-07-26,1.1135906681291177
2002-07-29,1.1132269604119147
2002-07-30,1.1139755883422966
2002-07-31,1.1129986721231153
2002-08-01,1.1110866853756283
2002-08-02,1.109445435271031
2002-08-05,1.105185078548068
2002-08-06,1.1026950232956725
2002-08-07,1.1038671946119394
2002-08-08,1.0983527630894825
2002-08-09,1.0994069631071313
2002-08-12,1.0986768837390737
2002-08-13,1.0958706022451858
2002-08-14,1.0985094476849178
2002-08-15,1.0992987166474126
2002-08-16,1.0987517703136147
2002-08-19,1.1017092340306733
2002-08-20,1.104162813618354
2002-08-21,1.103490256943013
2002-08-22,1.0989350111825473
2002-08-23,1.097870623578393
2002-08-26,1.0950898908823845
2002-08-27,1.0963486564686185
2002-08-28,1.0997221580065613
2002-08-29,1.1044739102088872
2002-08-30,1.1035078853101195
2002-09-02,1.1036941453313778
2002-09-03,1.1029041120163772
2002-09-04,1.101501184660944
2002-09-05,1.1027537408299428
2002-09-06,1.105406507233089
2002-09-09,1.1032746307599988
2002-09-10,1.102693102240372
2002-09-11,1.1054984507067591
2002-09-12,1.104901232966315
2002-09-13,1.103323087670836
2002-09-16,1.1030286001730605
2002-09-17,1.1039589851903069
2002-09-18,1.1066256126133387
2002-09-19,1.1040952188932616
2002-09-20,1.1091153077235507
2002-09-23,1.108976185826086
2002-09-24,1.1090971222457402
2002-09-25,1.1074449332072422
2002-09-26,1.1067396069477464
2002-09-27,1.1072783317016583
2002-09-30,1.108443318252079
2002-10-01,1.1076937087967214
2002-10-02,1.1074657926161873
2002-10-03,1.1086074612493142
2002-10-04,1.1071037406864837
2002-10-07,1.1067164447974671
2002-10-08,1.1065115601540458
2002-10-09,1.1061116758102134
2002-10-10,1.1061108609058854
2002-10-11,1.1064622543542573
2002-10-14,1.107838320145636
2002-10-15,1.10791214674979
2002-10-16,1.1066596401057252
2002-10-17,1.1066350116719328
2002-10-18,1.1064267239001548
2002-10-21,1.107177930355687
2002-10-22,1.1070867311331996
2002-10-23,1.1080524236511535
2002-10-24,1.1071434938698996
2002-10-25,1.105626987258303
2002-10-28,1.1060966293673664
2002-10-29,1.1070283130382434
2002-10-30,1.1066678691254306
2002-10-31,1.1071070945200747
2002-11-01,1.1070113690101593
2002-11-04,1.1085303516541831
2002-11-05,1.1093169396498932
2002-11-06,1.1096089415446075
2002-11-07,1.109826806967254
2002-11-08,1.1110323005678968
2002-11-11,1.1112489858662837
2002-11-12,1.111492550565624
2002-11-13,1.1116575696036997
2002-11-14,1.1120974527965293
2002-11-15,1.1138752257764264
2002-11-18,1.113775373596692
2002-11-19,1.1144141091828572
2002-11-20,1.1138521543504494
2002-11-21,1.1141717534096507
2002-11-22,1.11309210448144
2002-11-25,1.1142850106813673
2002-11-26,1.1150669331609881
2002-11-27,1.1152281340921704
2002-11-28,1.11446544606604
2002-11-29,1.1160919176152697
2002-12-02,1.1324677654198443
2002-12-03,1.1493621850468703
2002-12-04,1.1655633090415398
2002-12-05,1.181190584227398
2002-12-06,1.1794161962943561
2002-12-09,1.2097219264870602
2002-12-10,1.2323772414597447
2002-12-11,1.2191766311240941
2002-12-12,1.228858135126896
2002-12-13,1.2500035341747997
2002-12-16,1.2798990301694826
2002-12-17,1.2908701401260543
2002-12-18,1.3099050844011955
2002-12-19,1.271612974995027
2002-12-20,1.2671073033452278
2002-12-23,1.2681086648726834
2002-12-24,1.2486555775159371
2002-12-25,1.249700111896803
2002-12-26,1.2447288810469195
2002-12-27,1.2228433789214577
2002-12-30,1.2342811745638147
2002-12-31,1.2221149966969749
2003-01-01,1.215302821835454
2003-01-02,1.2346299269767882
2003-01-03,1.2223376832924209
2003-01-06,1.2505543425357433
2003-01-07,1.2609218940627367
2003-01-08,1.2443758875267124
2003-01-09,1.2172293523404007
2003-01-10,1.2194897266554898
2003-01-13,1.206591368082212
2003-01-14,1.184953389400149
2003-01-15,1.1622938189981935
2003-01-16,1.1536951416154704
2003-01-17,1.1455455575413775
2003-01-20,1.1489608997144527
2003-01-21,1.127222884258247
2003-01-22,1.118007123586275
2003-01-23,1.1079213642087953
2003-01-24,1.095621295090705
2003-01-27,1.1191641432529351
2003-01-28,1.12424655558953
2003-01-29,1.164315424294807
2003-01-30,1.1797068208180224
2003-01-31,1.1870509850562487
2003-02-03,1.1852259305823112
2003-02-04,1.1856571051041855
2003-02-05,1.1857495426695601
2003-02-06,1.1863706377392376
2003-02-07,1.185574463268477
2003-02-10,1.1837963956715016
2003-02-11,1.184140960675475
2003-02-12,1.184085791707945
2003-02-13,1.1832734478798863
2003-02-14,1.1829767977368875
2003-02-17,1.1827711567272639
2003-02-18,1.1822616000255608
2003-02-19,1.1828574862957582
2003-02-20,1.1816588551717064
2003-02-21,1.18030183438608
2003-02-24,1.1787322203889161
2003-02-25,1.1790793435448015
2003-02-26,1.1768098019950208
2003-02-27,1.177052792902354
2003-02-28,1.1773841298802856
2003-03-03,1.1773797011641205
2003-03-04,1.1775382876600367
2003-03-05,1.1782110891502997
2003-03-06,1.1779295312525062
2003-03-07,1.1780170320362429
2003-03-10,1.179531497079121
2003-03-11,1.1793579884116336
2003-03-12,1.1792414289978779
2003-03-13,1.179890209097265
2003-03-14,1.180205889978447
2003-03-17,1.18026690616113
2003-03-18,1.180514456345243
2003-03-19,1.1801294890072247
2003-03-20,1.180262112060629
2003-03-21,1.1811007480168927
2003-03-24,1.1813660497870893
2003-03-25,1.180595598468423
2003-03-26,1.17998498987043
2003-03-27,1.1789199346498962
2003-03-28,1.179213931445052
2003-03-31,1.1800874770340943
2003-04-01,1.1797171653173169
2003-04-02,1.1809015011167419
2003-04-03,1.180614057888756
2003-04-04,1.1795281754105629
2003-04-07,1.1791525717211802
2003-04-08,1.179452845752045
2003-04-09,1.1796177145888087
2003-04-10,1.1796844001881275
2003-04-11,1.1787153203789256
2003-04-14,1.1791168022137664
2003-04-15,1.178774095987393
2003-04-16,1.1778657906499852
2003-04-17,1.178115040432769
2003-04-18,1.1783277076613992
2003-04-21,1.1790809636827513
2003-04-22,1.1789300457472116
2003-04-23,1.1808285972963541
2003-04-24,1.181714571575086
2003-04-25,1.1824038840012274
2003-04-28,1.181339836178557
2003-04-29,1.179826659717044
2003-04-30,1.1799158845498117
2003-05-01,1.1903517413880456
2003-05-02,1.175321925261147
2003-05-05,1.1915760013877819
2003-05-06,1.1990509168886356
2003-05-07,1.196979175910153
2003-05-08,1.2160560594747487
2003-05-09,1.2415430505012626
2003-05-12,1.2276460026753626
2003-05-13,1.221184853014747
2003-05-14,1.2243550695172978
2003-05-15,1.2576360721913675
2003-05-16,1.266879819485721
2003-05-19,1.2723134881947062
2003-05-20,1.314238255819454
2003-05-21,1.3099959452325751
2003-05-22,1.3315213417223555
2003-05-23,1.31792119536698
2003-05-26,1.3202857903474874
2003-05-27,1.340693891586356
2003-05-28,1.32693261805024
2003-05-29,1.3145523741923852
2003-05-30,1.311983944853453
2003-06-02,1.3387615026605735
2003-06-03,1.304791784634931
2003-06-04,1.2936435463836304
