param_id,window_id,test_start,test_end,cagr,mdd,calmar,turnover
68b4309677,2,2009-01-01,2011-12-31,0.28396566818218294,-0.24365396846964527,1.1654465140286019,0.015345268542199489
68b4309677,3,2011-01-01,2013-12-31,1.3062430495857393,-0.26219545170110337,4.981943970083911,0.019820971867007674
68b4309677,4,2013-01-01,2015-12-31,0.7983970417211379,-0.32676021521380993,2.4433728604283127,0.01532567049808429
68b4309677,5,2015-01-01,2017-12-31,0.21353611686814267,-0.2858120006513495,0.7471208919902098,0.014705882352941176
68b4309677,6,2017-01-01,2019-12-31,-0.0031283289528327707,-0.28489730870891306,-0.010980549332001818,0.0076726342710997444
e7533dedd3,0,2005-01-01,2007-12-31,0.06642946998542443,-0.23329120016275917,0.2847491458703924,0.004481434058898848
e7533dedd3,1,2007-01-01,2009-12-31,0.03268059828385872,-0.3046852633071523,0.10726018688640516,0.01020408163265306
e7533dedd3,2,2009-01-01,2011-12-31,0.29199004620926483,-0.2928833399541918,0.9969500015089056,0.015345268542199489
e7533dedd3,3,2011-01-01,2013-12-31,1.2719318794263796,-0.28696465874178834,4.43236419774906,0.019820971867007674
e7533dedd3,4,2013-01-01,2015-12-31,0.7597521141886112,-0.32676021521380993,2.325105930327168,0.01532567049808429
e7533dedd3,5,2015-01-01,2017-12-31,0.13730402938430464,-0.40877521577333453,0.33589127737245106,0.014705882352941176
e7533dedd3,6,2017-01-01,2019-12-31,0.0034485008847198184,-0.28489730870891306,0.01210436455278432,0.0076726342710997444
4d23a2d96d,0,2005-01-01,2007-12-31,0.0821370521236533,-0.06812083587520545,1.2057552005692498,0.0038412291933418692
4d23a2d96d,1,2007-01-01,2009-12-31,0.15028972063175683,-0.2587251838404163,0.580885549682155,0.012755102040816327
4d23a2d96d,2,2009-01-01,2011-12-31,0.4972095766336595,-0.24365396846964527,2.0406381219914445,0.013427109974424553
4d23a2d96d,3,2011-01-01,2013-12-31,1.4250579962689303,-0.2621954517011028,5.43509808054743,0.016624040920716114
4d23a2d96d,4,2013-01-01,2015-12-31,0.9663523352111543,-0.24717860077608,3.909530728699999,0.011494252873563218
4d23a2d96d,5,2015-01-01,2017-12-31,0.3038819921741802,-0.2553073333466034,1.1902595518540482,0.010869565217391304
4d23a2d96d,6,2017-01-01,2019-12-31,0.07004425161063321,-0.14073071727665087,0.4977182875643205,0.007033248081841432
97ecce7546,0,2005-01-01,2007-12-31,0.10973810256572336,-0.09380287145385069,1.1698799926366061,0.0038412291933418692
97ecce7546,1,2007-01-01,2009-12-31,0.16393121958693424,-0.2928833399541917,0.5597150715796052,0.012755102040816327
97ecce7546,2,2009-01-01,2011-12-31,0.5065666614268112,-0.2928833399541918,1.7295851020615933,0.013427109974424553
97ecce7546,3,2011-01-01,2013-12-31,1.3889791547213113,-0.2869646587417888,4.840244651767787,0.016624040920716114
97ecce7546,4,2013-01-01,2015-12-31,0.9240982935647535,-0.24717860077608,3.7385853413819485,0.011494252873563218
97ecce7546,5,2015-01-01,2017-12-31,0.2219745444151906,-0.408775215773335,0.5430234902946637,0.010869565217391304
97ecce7546,6,2017-01-01,2019-12-31,0.07710383527209119,-0.14073071727665032,0.5478820598954203,0.007033248081841432
